@relation out

@attribute author {Austen, Doyle, Hawthorne, Melville}
@attribute chapter_number numeric
@attribute lex_rich numeric
@attribute sents_pp_mean numeric
@attribute sents_pp_std numeric
@attribute words_sent_mean numeric
@attribute words_sent_std numeric
@attribute commas_sent_mean numeric
@attribute semis_sent_mean numeric
@attribute commas_word_mean numeric
@attribute semis_word_mean numeric


@data
Doyle,5,4.7101449275362315,2.6629213483146068,2.1926527990506646,18.605485232067512,11.60798009904134,1.0886075949367089,0.027426160337552744,0.058510035151377704,0.001474090032883547
Doyle,6,2.5292620865139948,3.15625,3.3457937679271268,11.435643564356436,9.0711334578203235,0.5544554455445545,0.0,0.048484848484848485,0.0
Doyle,7,2.6223091976516635,4.4117647058823533,2.6135129284144778,19.973333333333333,14.365675139798416,1.0933333333333333,0.013333333333333334,0.05473965287049399,0.0006675567423230974
Doyle,9,4.796623177283193,3.0406504065040649,2.7715112075759953,19.042780748663102,11.426738918909159,1.1310160427807487,0.040106951871657755,0.05939342881213142,0.0021061499578770007
Doyle,10,3.0,3.2413793103448274,3.5394834263051975,18.936170212765958,10.432976065727788,1.2021276595744681,0.031914893617021274,0.06348314606741573,0.0016853932584269663
Doyle,12,3.7390882638215324,2.3999999999999999,1.7285329290923337,16.297101449275363,11.544438036102843,0.98913043478260865,0.050724637681159424,0.06069364161849711,0.0031124944419742106
Doyle,13,3.586096256684492,2.9473684210526314,2.6452277627640135,16.964285714285715,12.248490119360897,0.9598214285714286,0.017857142857142856,0.056578947368421055,0.0010526315789473684
Doyle,15,2.6070287539936103,2.3414634146341462,1.5866786309551799,19.583333333333332,12.46300079791737,1.2708333333333333,0.010416666666666666,0.06489361702127659,0.0005319148936170213
Doyle,16,4.222582738481505,3.29126213592233,2.9250543699574343,21.941002949852507,14.086628323313047,1.4424778761061947,0.020648967551622419,0.06574347942995429,0.0009411132024737832
Doyle,18,3.1155778894472363,3.0930232558139537,1.9744172350503373,26.090225563909776,15.710471890328126,1.6090225563909775,0.037593984962406013,0.061671469740634005,0.001440922190201729
Doyle,19,2.748062015503876,2.3513513513513513,2.350574584341504,18.954022988505749,12.11431000115439,1.1839080459770115,0.022988505747126436,0.0624620982413584,0.001212856276531231
Doyle,20,3.2479141835518472,3.3181818181818183,2.6091859342847572,21.020547945205479,13.987993470959006,1.1438356164383561,0.020547945205479451,0.054415118931247966,0.0009775171065493646
Doyle,24,4.397520661157025,2.2692307692307692,1.6106462862981659,17.056497175141242,11.240422169788678,1.0,0.028248587570621469,0.05862868499503147,0.0016561775422325273
Doyle,25,3.377840909090909,3.4411764705882355,2.1718950314602363,22.717948717948719,12.897257479522402,1.2820512820512822,0.0,0.056433408577878104,0.0
Doyle,27,4.691092861655085,3.1484375,3.2309292484661052,20.682382133995038,12.66218309288706,1.2009925558312655,0.019851116625310174,0.058068386322735456,0.0009598080383923216
Doyle,29,3.867281760113556,2.7304347826086954,1.9440958069540342,19.646496815286625,12.594074173523293,1.1719745222929936,0.0095541401273885346,0.059653104230831575,0.0004863024801426487
Doyle,30,2.968695652173913,2.0327868852459017,1.4594768107577039,15.814516129032258,9.2782845114571852,1.0080645161290323,0.032258064516129031,0.06374298827129016,0.002039775624681285
Doyle,34,4.513133781307269,2.4777777777777779,1.7399091788416106,18.829596412556054,11.435434792582798,1.147982062780269,0.0067264573991031393,0.06096689688020957,0.00035722791140747797
Doyle,38,4.836012861736334,2.3127753303964758,2.1678395745278736,16.293333333333333,9.9903597977694947,0.88952380952380949,0.011428571428571429,0.05459434182838438,0.0007014262333411269
Doyle,39,4.349298100743187,2.3263888888888888,1.6742737277494684,17.701492537313431,11.489144682417674,0.9641791044776119,0.0089552238805970154,0.054468802698145025,0.000505902192242833
Doyle,41,3.766383962991519,2.669724770642202,2.5880992489496868,18.979381443298969,13.326700621142745,1.0618556701030928,0.027491408934707903,0.05594785442694188,0.0014484881405033496
Doyle,42,2.9716494845360826,4.0333333333333332,2.5882211823738883,21.123966942148762,11.703337270694821,1.0661157024793388,0.016528925619834711,0.05046948356807512,0.000782472613458529
Doyle,5,3.2632293080054273,2.629032258064516,1.868532898428017,16.914110429447852,10.806950031990537,1.1042944785276074,0.0061349693251533744,0.06528835690968444,0.0003627130939426913
Doyle,7,3.3859348198970842,3.5106382978723403,3.4200431776889428,26.533333333333335,15.47178598663262,1.5333333333333334,0.0,0.05778894472361809,0.0
Doyle,9,3.6636050516647534,1.8455882352941178,1.7651806959270089,14.338645418326694,9.5350506968031628,0.61752988047808766,0.011952191235059761,0.04306751875520978,0.0008335648791330926
Doyle,11,3.8380952380952382,2.2000000000000002,1.7387230644173444,17.459330143540669,10.449217435092338,0.96172248803827753,0.014354066985645933,0.0550835845437106,0.000822143052891203
Doyle,12,2.718969555035129,2.3243243243243241,1.8314674968753961,15.232558139534884,8.7877748309329125,0.72093023255813948,0.0,0.04732824427480916,0.0
Doyle,14,4.046286329386437,2.0496453900709222,1.4057947003385753,14.820069204152249,9.599712293593921,0.76816608996539792,0.031141868512110725,0.05183282745738968,0.002101330842867149
Doyle,16,3.176265270506108,2.8194444444444446,2.0904969431060647,20.152709359605911,11.536676577440922,1.1970443349753694,0.014778325123152709,0.059398680029332684,0.0007333170373991689
Doyle,18,4.264943457189014,2.6893939393939394,2.2023836114729156,16.690140845070424,9.999424700769536,0.81408450704225355,0.0028169014084507044,0.048776371308016875,0.00016877637130801687
Doyle,21,3.020022246941046,5.458333333333333,4.4345158197435204,22.778625954198475,11.466040184009088,1.0381679389312977,0.0076335877862595417,0.045576407506702415,0.0003351206434316354
Doyle,23,5.015184381778742,3.1640625,3.1863413182039602,19.066666666666666,11.801987696157241,0.92839506172839503,0.012345679012345678,0.04869204869204869,0.0006475006475006475
Doyle,25,4.114285714285714,2.8426966292134832,2.7839785466873836,17.237154150197629,9.9488356621050755,0.86166007905138342,0.011857707509881422,0.04998853473973859,0.000687915615684476
Doyle,27,4.067062818336163,2.6666666666666665,2.397610896641885,17.5,10.462967275611939,0.72697368421052633,0.0065789473684210523,0.04154135338345865,0.00037593984962406017
Doyle,29,4.023152270703473,2.4222222222222221,1.662067729005793,15.532110091743119,9.7994278126720094,0.70336391437308865,0.0091743119266055051,0.04528450482378421,0.0005906674542232723
Doyle,31,4.188625592417061,2.176056338028169,1.4931736490180245,15.98705501618123,9.879197231000715,0.66666666666666663,0.019417475728155338,0.041700404858299595,0.0012145748987854252
Doyle,33,3.631447587354409,3.3253012048192772,2.7686212206606609,17.597826086956523,10.85983803887626,0.77173913043478259,0.010869565217391304,0.043854231006794316,0.0006176652254478073
Doyle,35,3.740740740740741,6.4444444444444446,3.1894889098682939,26.114942528735632,12.550976778727032,1.2931034482758621,0.011494252873563218,0.04951584507042254,0.00044014084507042255
Austen,5,2.785932721712538,1.7647058823529411,1.1391127488845343,17.283333333333335,14.78748532449727,0.93333333333333335,0.16666666666666666,0.05400192864030858,0.009643201542912247
Austen,7,2.7381703470031544,2.074074074074074,1.48887046238828,18.053571428571427,11.247888123772301,1.2857142857142858,0.26785714285714285,0.0712166172106825,0.01483679525222552
Austen,9,3.0490367775831873,4.5,2.8896366553599777,21.944444444444443,16.605461692608589,1.3333333333333333,0.27777777777777779,0.060759493670886074,0.012658227848101266
Austen,11,2.6322115384615383,3.375,2.4206145913796355,22.888888888888889,16.983288808868327,1.3333333333333333,0.25925925925925924,0.05825242718446602,0.011326860841423949
Austen,13,2.576059850374065,2.2608695652173911,1.3899449880996333,22.73076923076923,13.683391651947693,1.5576923076923077,0.21153846153846154,0.06852791878172589,0.009306260575296108
Austen,15,3.349184782608696,2.1666666666666665,1.4751020052613062,23.743589743589745,16.775110707548048,1.3162393162393162,0.3247863247863248,0.05543556515478762,0.013678905687544997
Austen,17,3.1691842900302114,2.1666666666666665,1.4337208778404378,22.990384615384617,15.961790428965822,1.5769230769230769,0.25961538461538464,0.06859054788791301,0.011292346298619825
Austen,19,3.103448275862069,1.9152542372881356,1.1686314695551321,20.973451327433629,13.907062048254572,1.4247787610619469,0.22123893805309736,0.0679324894514768,0.010548523206751054
Austen,21,3.0651085141903174,2.7948717948717947,1.8970893654455294,19.321100917431192,13.289908383545264,1.3302752293577982,0.13761467889908258,0.06885090218423552,0.007122507122507123
Austen,23,3.239280774550484,1.9242424242424243,1.2469430020339325,21.007874015748033,14.649982431524297,1.3700787401574803,0.18110236220472442,0.06521739130434782,0.008620689655172414
Austen,25,2.8602693602693603,2.9411764705882355,2.0137932668969047,19.420000000000002,13.712899037038078,1.21,0.20999999999999999,0.06230690010298661,0.010813594232749742
Austen,27,2.1757188498402558,3.1428571428571428,1.2453996981544782,34.545454545454547,16.12938389379422,2.1363636363636362,0.45454545454545453,0.06184210526315789,0.013157894736842105
Austen,29,2.9074380165289258,2.5483870967741935,1.9483443703924515,25.088607594936708,20.837642346665259,1.620253164556962,0.22784810126582278,0.06458123107971746,0.009081735620585268
Austen,31,2.3855670103092783,3.0,2.1143765594836976,25.588235294117649,15.949892704277673,1.6666666666666667,0.19607843137254902,0.06513409961685823,0.007662835249042145
Austen,33,2.7584,3.6153846153846154,3.7527110515847597,41.127659574468083,25.182412827189609,2.8723404255319149,0.57446808510638303,0.06983962752198655,0.01396792550439731
Austen,35,3.5825734549138804,2.7413793103448274,1.8805753414166499,25.169811320754718,20.266528326397001,1.6855345911949686,0.2389937106918239,0.06696651674162919,0.009495252373813094
Austen,37,2.5475728155339805,3.2000000000000002,2.4276188608044165,30.625,23.531561252921573,1.9583333333333333,0.33333333333333331,0.06394557823129252,0.010884353741496598
Austen,39,4.180046765393609,3.0277777777777777,2.4265443090845502,27.655963302752294,20.400710237648298,1.7522935779816513,0.26605504587155965,0.0633604246143639,0.00962016918228562
Austen,41,2.9924357034795763,3.8095238095238093,3.2457891786575179,27.9375,20.078809570041745,1.875,0.1875,0.06711409395973154,0.006711409395973154
Austen,43,3.012259194395797,3.0,2.2656860623955239,21.777777777777779,17.310740261325101,1.4888888888888889,0.16666666666666666,0.06836734693877551,0.007653061224489796
Austen,45,2.9942028985507245,2.774193548387097,1.6005982232329394,26.895348837209301,20.51546726183286,1.5,0.32558139534883723,0.055771725032425425,0.012105490704712495
Austen,47,2.8149920255183414,3.5,3.9895697345286076,31.031746031746032,18.245215292737907,1.5873015873015872,0.42857142857142855,0.05115089514066496,0.01381074168797954
Austen,49,2.799660441426146,2.3199999999999998,1.4891608375189025,31.53448275862069,23.641150212143891,1.6896551724137931,0.39655172413793105,0.05358119190814653,0.012575177692728267
Austen,51,3.1598746081504703,3.4193548387096775,2.9377871148457992,21.59433962264151,16.132574746770217,1.2924528301886793,0.27358490566037735,0.059851463521188294,0.012669287898645697
Austen,53,2.714535901926445,3.7000000000000002,2.3473389188611002,23.689189189189189,14.987315064950741,1.5540540540540539,0.16216216216216217,0.06560182544209926,0.0068454078722190535
Austen,55,3.385049365303244,3.9655172413793105,4.2708535739009763,23.626086956521739,15.809441796138218,1.4347826086956521,0.30434782608695654,0.06072874493927125,0.012881854987118146
Austen,57,2.4421641791044775,2.9130434782608696,2.7332580253046452,22.208955223880597,18.051780673263426,1.4776119402985075,0.19402985074626866,0.06653225806451613,0.008736559139784945
Austen,59,2.61443661971831,3.2999999999999998,2.368543856465402,25.318181818181817,17.563873986723078,1.5757575757575757,0.25757575757575757,0.06223818073010173,0.010173548773189706
